job_title,years_of_experience,location,education_level,company_size,skills,salary_usd
Data Engineer,3,Denmark,PhD,Medium,"SQL, Scala, Java, Hadoop, PyTorch",107793
Robotics Engineer,5,Norway,Master,Small,"PyTorch, Kubernetes, NLP, Python, Java",132766
NLP Engineer,13,Netherlands,Master,Small,"Python, Mathematics, Tableau, Git, Docker",236407.86
Machine Learning Engineer,6,Denmark,Master,Large,"Kubernetes, Python, SQL",218996
Principal Data Scientist,12,South Korea,Master,Medium,"Scala, Tableau, Spark, R",175642
Machine Learning Engineer,11,Netherlands,Associate,Large,"Spark, Data Visualization, NLP, Linux, Deep Learning",222284.79
Principal Data Scientist,2,China,Associate,Large,"Kubernetes, Computer Vision, NLP, Tableau, SQL",63819
Principal Data Scientist,3,Japan,PhD,Large,"Tableau, Spark, Python, Git, Deep Learning",79484
Autonomous Systems Engineer,5,China,PhD,Large,"Scala, Deep Learning, AWS, Azure, NLP",104086
AI Specialist,9,China,PhD,Large,"TensorFlow, Statistics, Python, Git, Mathematics",91728
AI Architect,3,Austria,PhD,Small,"R, Deep Learning, MLOps, Linux, Azure",61074
Computer Vision Engineer,1,India,PhD,Small,"SQL, Data Visualization, AWS, Statistics, MLOps",33117
NLP Engineer,0,Switzerland,PhD,Large,"Java, TensorFlow, Deep Learning",103157
AI Product Manager,6,France,Bachelor,Medium,"Java, TensorFlow, Git, R, Mathematics",162271.98
Data Scientist,7,Switzerland,Associate,Large,"Spark, Azure, Data Visualization, Java",196675
Robotics Engineer,12,France,PhD,Medium,"R, Linux, AWS",198371.16
Machine Learning Researcher,7,Netherlands,PhD,Small,"MLOps, TensorFlow, Git",119620.8
Machine Learning Engineer,17,Austria,Associate,Small,"MLOps, SQL, Git, Spark, PyTorch",140617
NLP Engineer,6,Austria,Master,Large,"Kubernetes, Computer Vision, R, GCP",93679
Autonomous Systems Engineer,7,South Korea,Associate,Medium,"NLP, Kubernetes, Deep Learning, PyTorch, AWS",81664
AI Software Engineer,4,India,PhD,Large,"Azure, Python, GCP, Git",64331
Deep Learning Engineer,0,Japan,PhD,Medium,"Spark, R, Tableau, Mathematics, Statistics",51342
Autonomous Systems Engineer,5,India,Bachelor,Small,"TensorFlow, R, MLOps",92009
Deep Learning Engineer,1,Germany,PhD,Medium,"Statistics, Python, Computer Vision",71027.19
Autonomous Systems Engineer,2,United States,PhD,Small,"Git, SQL, Spark, Python, PyTorch",107502
AI Research Scientist,6,Finland,Bachelor,Large,"PyTorch, Java, GCP, Azure",102076
Data Analyst,8,Japan,Bachelor,Large,"Scala, Java, Deep Learning, Linux",113188
Head of AI,1,Denmark,Master,Large,"Kubernetes, Docker, Hadoop, PyTorch, Deep Learning",119319
Robotics Engineer,1,Denmark,Associate,Large,"Python, Azure, Spark, Kubernetes",86069
AI Product Manager,15,Singapore,Bachelor,Small,"Docker, Kubernetes, R",156921
Head of AI,0,United States,Master,Large,"Git, Linux, Data Visualization, Hadoop",74422
AI Research Scientist,7,China,Bachelor,Small,"Python, Kubernetes, Scala, Java, Git",65748
ML Ops Engineer,7,Japan,PhD,Small,"SQL, PyTorch, Kubernetes, MLOps, TensorFlow",87546
Machine Learning Researcher,6,Germany,Associate,Large,"Java, Azure, Deep Learning, Git, Computer Vision",146140.02
Data Analyst,0,Singapore,Associate,Large,"AWS, SQL, R, Linux, MLOps",88375
Principal Data Scientist,14,Germany,PhD,Large,"R, Git, SQL, PyTorch",241224.75
Autonomous Systems Engineer,6,Australia,Bachelor,Small,"Scala, PyTorch, AWS, TensorFlow",116530
Machine Learning Engineer,1,Switzerland,Associate,Large,"SQL, TensorFlow, Tableau, Git",116506
ML Ops Engineer,18,China,Associate,Large,"Scala, PyTorch, TensorFlow",182243
AI Research Scientist,15,France,Master,Large,"Kubernetes, Tableau, Azure, TensorFlow, Hadoop",201261.06
Machine Learning Researcher,1,Denmark,Bachelor,Medium,"Scala, Java, Deep Learning, Mathematics, Hadoop",72873
AI Consultant,3,Norway,PhD,Large,"Data Visualization, Statistics, GCP",118019
Machine Learning Engineer,10,Finland,PhD,Medium,"Hadoop, Tableau, Git, Statistics",125776
Deep Learning Engineer,4,South Korea,Associate,Small,"Statistics, Data Visualization, Deep Learning",56713
Computer Vision Engineer,14,Canada,Bachelor,Small,"GCP, Deep Learning, Scala",195991
AI Architect,7,United Kingdom,Master,Small,"Java, GCP, Computer Vision, NLP, Statistics",185980.05
Machine Learning Engineer,10,Ireland,PhD,Small,"SQL, Linux, Mathematics, Git",120309
Machine Learning Engineer,9,Australia,PhD,Medium,"Scala, PyTorch, TensorFlow, Statistics, Mathematics",149502
Machine Learning Researcher,0,Singapore,Associate,Large,"Kubernetes, Hadoop, Deep Learning",72615
Data Scientist,14,Canada,Associate,Medium,"Java, Computer Vision, Hadoop, Python",182798
Machine Learning Researcher,9,Israel,Master,Large,"SQL, Spark, Tableau, MLOps",123215
Autonomous Systems Engineer,1,Norway,Associate,Large,"Statistics, NLP, Tableau, Computer Vision, Mathematics",116790
NLP Engineer,4,Australia,Master,Small,"GCP, Docker, Git, Java, Scala",97721
AI Product Manager,2,South Korea,Associate,Large,"Java, Python, Statistics",79704
Robotics Engineer,0,Denmark,Master,Large,"NLP, Python, Computer Vision, Azure, Git",117571
Deep Learning Engineer,5,United Kingdom,Associate,Small,"Python, Computer Vision, GCP, Mathematics",150634.35
Head of AI,7,South Korea,Master,Medium,"SQL, Data Visualization, Linux, Hadoop, Kubernetes",79371
Data Engineer,2,Germany,Master,Large,"Git, Python, NLP, Java, Hadoop",123983.73
Robotics Engineer,3,Denmark,Master,Medium,"PyTorch, SQL, Deep Learning, AWS",136288
Data Scientist,17,Germany,Bachelor,Small,"Hadoop, MLOps, NLP, Python",220653.81
AI Consultant,5,Singapore,Master,Large,"Deep Learning, PyTorch, Git, Linux, Azure",159942
Machine Learning Researcher,1,Finland,Bachelor,Medium,"Git, Spark, TensorFlow",54853
AI Product Manager,0,Israel,Associate,Medium,"TensorFlow, Java, Mathematics, Computer Vision, NLP",39607
Robotics Engineer,6,Japan,Master,Medium,"Azure, Git, Tableau, Kubernetes",94343
AI Architect,10,United States,PhD,Medium,"Python, TensorFlow, Computer Vision, Spark, Linux",232326
AI Consultant,16,Israel,Bachelor,Medium,"AWS, Java, Mathematics, Deep Learning, R",174832
NLP Engineer,0,Ireland,Master,Small,"PyTorch, Linux, Azure, AWS, Kubernetes",49224
Head of AI,4,France,PhD,Large,"Docker, Kubernetes, NLP, Scala",112543.47
Data Analyst,6,Japan,Associate,Small,"Kubernetes, NLP, SQL, Hadoop",77846
Research Scientist,7,Sweden,Bachelor,Large,"GCP, NLP, MLOps, Tableau, Linux",152253
AI Research Scientist,4,Singapore,PhD,Medium,"Computer Vision, Deep Learning, Spark, NLP",82080
NLP Engineer,2,Germany,Master,Small,"Hadoop, Python, Scala, TensorFlow, Azure",88999.56
AI Product Manager,2,Denmark,Associate,Small,"R, AWS, SQL, Docker",102630
Deep Learning Engineer,8,Israel,Bachelor,Medium,"PyTorch, TensorFlow, Python",82215
AI Specialist,12,Germany,Associate,Small,"Kubernetes, AWS, Mathematics",262054.26
Data Scientist,14,France,Bachelor,Large,"Kubernetes, GCP, NLP, Data Visualization, Scala",265207.41
Deep Learning Engineer,2,Switzerland,Master,Small,"SQL, Scala, Kubernetes",122650
Computer Vision Engineer,5,China,Associate,Medium,"MLOps, Python, TensorFlow, SQL, Azure",81222
Deep Learning Engineer,1,Japan,Master,Medium,"Kubernetes, R, PyTorch, Git, Linux",49669
AI Research Scientist,2,China,Master,Small,"Kubernetes, R, Git, Mathematics, Spark",63089
AI Specialist,9,South Korea,Bachelor,Medium,"Linux, Hadoop, Scala",103715
AI Software Engineer,7,Sweden,Master,Medium,"R, Java, Spark, Data Visualization",123156
Data Scientist,5,Japan,PhD,Small,"Tableau, Docker, Statistics, SQL, GCP",66556
Data Engineer,6,China,Associate,Large,"Scala, Java, Mathematics, Tableau",112129
Deep Learning Engineer,8,Finland,Bachelor,Small,"Linux, Hadoop, Azure",84674
AI Product Manager,4,Switzerland,Master,Medium,"Statistics, Git, Kubernetes, MLOps, Deep Learning",141563
Research Scientist,0,Ireland,Master,Medium,"R, Hadoop, Spark, Docker",47447
ML Ops Engineer,9,Netherlands,Associate,Small,"GCP, Azure, Python",162126.9
AI Software Engineer,2,Norway,PhD,Small,"Statistics, Azure, SQL",123183
Machine Learning Engineer,0,Switzerland,Bachelor,Small,"Hadoop, Kubernetes, Tableau, Java",93842
Head of AI,3,France,Associate,Small,"Scala, PyTorch, Statistics",95128.02
AI Architect,8,Austria,Associate,Small,"Linux, NLP, Tableau, TensorFlow",78442
AI Product Manager,12,Japan,PhD,Large,"Mathematics, SQL, Tableau, PyTorch",166876
Data Scientist,8,Singapore,Master,Medium,"Git, Deep Learning, NLP",119579
Principal Data Scientist,7,Denmark,Bachelor,Medium,"Python, Deep Learning, Kubernetes, Linux, GCP",159767
AI Research Scientist,9,China,Master,Large,"Python, GCP, Tableau, Scala",107329
Machine Learning Researcher,1,South Korea,Bachelor,Large,"R, Hadoop, Kubernetes, Python",53625
Research Scientist,0,Germany,Master,Large,"Linux, TensorFlow, MLOps, GCP",85741.11
AI Product Manager,13,Netherlands,Master,Large,"Tableau, TensorFlow, PyTorch, Mathematics, R",202882.68
NLP Engineer,6,Norway,Master,Small,"PyTorch, SQL, Kubernetes",168553
AI Software Engineer,18,Finland,PhD,Large,"R, PyTorch, Data Visualization, Linux, Deep Learning",186974
Deep Learning Engineer,14,Netherlands,Associate,Medium,"PyTorch, TensorFlow, Tableau, NLP, Statistics",187717.14
AI Architect,17,China,Master,Small,"Docker, Kubernetes, MLOps, Computer Vision, Tableau",148733
Data Scientist,6,Norway,Associate,Large,"Java, SQL, Statistics",193841
Machine Learning Engineer,4,France,Bachelor,Medium,"Scala, SQL, Hadoop, MLOps, Kubernetes",119734.29
AI Consultant,5,Netherlands,Master,Large,"Spark, NLP, Scala",197469.09
Machine Learning Researcher,4,Switzerland,Master,Medium,"Hadoop, Docker, R, Statistics, Linux",115881
Computer Vision Engineer,2,Singapore,Bachelor,Large,"Computer Vision, Statistics, Mathematics",115941
Computer Vision Engineer,2,Germany,Master,Medium,"Kubernetes, TensorFlow, GCP, Spark, SQL",116185.68
AI Specialist,4,Japan,Master,Small,"Kubernetes, Hadoop, Tableau, NLP",47539
AI Consultant,4,Japan,PhD,Large,"Deep Learning, Linux, Tableau, PyTorch, Java",73452
Autonomous Systems Engineer,0,Switzerland,Associate,Small,"Git, Hadoop, GCP, Java, Data Visualization",99902
Data Scientist,6,United States,Associate,Large,"Deep Learning, Azure, Hadoop",202828
Autonomous Systems Engineer,1,India,Master,Large,"Hadoop, Spark, GCP, Linux",61327
Computer Vision Engineer,7,Sweden,Master,Small,"Kubernetes, Python, Spark, Azure, TensorFlow",133432
Robotics Engineer,14,Canada,Bachelor,Medium,"SQL, Docker, TensorFlow",146127
Research Scientist,3,France,Associate,Large,"Python, Scala, Git",120842.28
AI Software Engineer,15,Ireland,Bachelor,Large,"Docker, Kubernetes, Data Visualization, Spark",118794
AI Architect,3,Norway,PhD,Small,"Linux, Java, Kubernetes",127048
Machine Learning Engineer,6,Finland,Master,Large,"Python, Computer Vision, NLP",113898
Machine Learning Researcher,4,India,PhD,Large,"Mathematics, Git, TensorFlow, R",64702
Principal Data Scientist,1,France,Associate,Small,"Python, SQL, PyTorch, R, AWS",77014.08
AI Research Scientist,11,France,Bachelor,Medium,"Docker, Tableau, Python",209337.57
Deep Learning Engineer,2,Australia,Bachelor,Large,"AWS, Linux, Data Visualization, NLP, Deep Learning",90143
Computer Vision Engineer,13,Denmark,Bachelor,Medium,"Git, TensorFlow, Hadoop",221212
AI Architect,3,Sweden,Master,Large,"NLP, Hadoop, SQL",83633
ML Ops Engineer,0,Switzerland,Associate,Small,"SQL, Azure, Statistics, Python",74671
Robotics Engineer,8,Switzerland,Master,Medium,"Git, PyTorch, Azure, Hadoop",212455
AI Consultant,4,Finland,Associate,Small,"Python, Git, Computer Vision, Linux, Kubernetes",47098
Data Analyst,0,China,Master,Small,"Java, Hadoop, Scala, MLOps",43952
Data Analyst,7,Austria,Bachelor,Medium,"Docker, Kubernetes, Hadoop, Azure",94665
AI Research Scientist,0,South Korea,Associate,Large,"Scala, Git, MLOps, Azure",48713
Data Analyst,9,Norway,PhD,Large,"Scala, Python, TensorFlow, Spark",218839
Machine Learning Engineer,1,Sweden,Associate,Large,"AWS, Kubernetes, SQL, Scala, Docker",61691
AI Software Engineer,0,Austria,PhD,Medium,"Python, Computer Vision, Scala",36152
Machine Learning Engineer,0,Israel,PhD,Small,"Docker, GCP, Scala, PyTorch, R",47552
Autonomous Systems Engineer,7,Norway,Master,Medium,"Linux, PyTorch, Git, Kubernetes",142795
AI Software Engineer,0,United Kingdom,PhD,Large,"SQL, Java, Statistics, Linux, GCP",108658.8
Data Analyst,0,South Korea,PhD,Large,"Kubernetes, Data Visualization, Hadoop, PyTorch, Deep Learning",51112
AI Architect,7,India,Associate,Small,"Deep Learning, SQL, Tableau, Statistics, Java",74048
Head of AI,9,Netherlands,Master,Medium,"R, Hadoop, GCP, Deep Learning",135397.08
ML Ops Engineer,6,Australia,Bachelor,Small,"Python, Azure, MLOps, Hadoop",120323
AI Specialist,17,Australia,PhD,Large,"Spark, Docker, Statistics, Deep Learning",243233
AI Product Manager,2,Netherlands,Bachelor,Large,"Java, Tableau, SQL",105381.9
Research Scientist,1,Germany,Associate,Medium,"Java, PyTorch, Hadoop",93247.83
Research Scientist,1,Sweden,Master,Large,"Git, Deep Learning, Data Visualization, Azure, Java",72880
Head of AI,2,South Korea,Master,Medium,"Java, Linux, NLP, Kubernetes",76825
NLP Engineer,5,Israel,Master,Small,"Python, Azure, Git, Computer Vision",65978
Data Analyst,3,Ireland,PhD,Medium,"Python, Hadoop, Statistics, Mathematics",68973
Deep Learning Engineer,3,Ireland,PhD,Large,"Java, Linux, Deep Learning, Data Visualization",82894
AI Product Manager,12,Canada,Bachelor,Large,"Statistics, Python, MLOps",233784
Robotics Engineer,7,United States,PhD,Large,"TensorFlow, Git, GCP",182497
Machine Learning Researcher,15,Germany,Associate,Small,"Git, Computer Vision, Python",149245.2
AI Consultant,1,United Kingdom,Master,Large,"Docker, R, Kubernetes",105283.8
Research Scientist,1,Switzerland,Bachelor,Medium,"Statistics, Docker, Computer Vision",82548
AI Product Manager,8,Sweden,PhD,Small,"Spark, AWS, Scala",104273
Autonomous Systems Engineer,7,Sweden,PhD,Large,"GCP, Statistics, NLP",164635
Data Engineer,2,South Korea,Bachelor,Small,"Scala, Kubernetes, Java",64933
AI Product Manager,10,Canada,Associate,Large,"TensorFlow, Deep Learning, Azure, Git, AWS",263151
AI Research Scientist,10,Singapore,PhD,Small,"Kubernetes, Scala, Linux, R, Azure",143266
Principal Data Scientist,2,United States,Bachelor,Large,"Git, Scala, SQL",135799
AI Research Scientist,0,Canada,Bachelor,Medium,"Mathematics, SQL, Python, Deep Learning",69230
Data Analyst,4,China,Bachelor,Large,"Spark, Kubernetes, Linux",84363
NLP Engineer,1,Australia,PhD,Small,"Java, Statistics, R, Tableau, Computer Vision",56596
AI Software Engineer,1,France,Master,Large,"Java, Docker, Git",100562.67
Machine Learning Researcher,4,South Korea,Bachelor,Medium,"AWS, Azure, Git",55990
AI Specialist,15,Finland,PhD,Small,"Data Visualization, Linux, Git",155838
AI Software Engineer,2,Germany,Bachelor,Medium,"Spark, GCP, Data Visualization, Azure",100369.62
AI Specialist,1,Austria,Master,Large,"TensorFlow, NLP, Mathematics, Tableau",55557
AI Software Engineer,1,United Kingdom,Associate,Medium,"NLP, Hadoop, Tableau",110851.2
Research Scientist,1,South Korea,Bachelor,Small,"Hadoop, Python, R, NLP, TensorFlow",44451
Data Scientist,1,United Kingdom,PhD,Small,"Git, Python, Computer Vision, Mathematics, TensorFlow",79132.95
Data Engineer,0,Finland,PhD,Large,"Linux, Statistics, MLOps, Java, NLP",57038
Data Engineer,1,Sweden,Bachelor,Large,"Tableau, Kubernetes, Git, Linux, Scala",84179
Machine Learning Researcher,10,Israel,Bachelor,Small,"TensorFlow, Python, AWS, Deep Learning",97213
Autonomous Systems Engineer,14,Finland,Associate,Medium,"GCP, Git, Tableau, SQL",114125
NLP Engineer,0,Germany,Associate,Small,"TensorFlow, Mathematics, Data Visualization, NLP, Python",58013.28
Data Engineer,19,Sweden,Bachelor,Large,"NLP, TensorFlow, MLOps, GCP",258137
Machine Learning Researcher,10,South Korea,PhD,Large,"PyTorch, Linux, TensorFlow, Java, Azure",150767
Machine Learning Engineer,16,Netherlands,Master,Small,"Statistics, Python, Git, TensorFlow",191383.92
Deep Learning Engineer,7,Singapore,Master,Small,"Data Visualization, Deep Learning, Linux",100603
Data Scientist,1,Canada,Master,Medium,"Linux, SQL, AWS, Deep Learning, PyTorch",69054
AI Consultant,4,Canada,Bachelor,Medium,"NLP, Scala, SQL, PyTorch, Java",90360
AI Architect,1,Sweden,Associate,Small,"Python, Statistics, NLP, Hadoop, R",54958
Machine Learning Engineer,2,Denmark,Associate,Medium,"TensorFlow, Computer Vision, Linux, GCP",142812
Head of AI,7,Israel,Master,Small,"Mathematics, Kubernetes, SQL, PyTorch",72055
Computer Vision Engineer,1,United Kingdom,Master,Small,"Scala, Docker, Python, GCP",88815.15
AI Software Engineer,9,Ireland,Master,Large,"PyTorch, Tableau, Java",122961
Data Analyst,1,Denmark,Master,Large,"Python, Azure, GCP",86245
AI Architect,14,Norway,PhD,Medium,"Python, Kubernetes, Data Visualization, Statistics",197460
Computer Vision Engineer,10,South Korea,Master,Large,"TensorFlow, Python, Deep Learning, GCP",117755
AI Product Manager,2,United Kingdom,Associate,Medium,"TensorFlow, Hadoop, SQL, AWS, Spark",132471.45
Data Analyst,2,Austria,Bachelor,Medium,"Java, Scala, Linux, Data Visualization, GCP",74112
Machine Learning Researcher,1,Australia,Bachelor,Small,"MLOps, R, Git",72126
NLP Engineer,1,Canada,Master,Large,"Tableau, Spark, Statistics",78127
Machine Learning Researcher,2,Singapore,Associate,Small,"Statistics, NLP, Python, TensorFlow, Git",102981
Principal Data Scientist,10,Denmark,Associate,Large,"Spark, Kubernetes, Scala, Linux",216062
Data Engineer,8,Singapore,PhD,Large,"MLOps, Python, Mathematics",166730
AI Consultant,4,Norway,Master,Medium,"PyTorch, TensorFlow, GCP",107898
AI Specialist,12,Austria,Associate,Large,"Spark, Mathematics, Java, Scala, SQL",170041
Data Engineer,3,France,Associate,Large,"Docker, Hadoop, Data Visualization, Kubernetes, Scala",135453.24
Research Scientist,6,Austria,Associate,Large,"Deep Learning, Java, SQL",107084
Head of AI,8,Finland,Bachelor,Medium,"TensorFlow, Docker, Scala, Git",101840
Data Engineer,12,South Korea,Master,Large,"Scala, Java, Data Visualization, Computer Vision",132046
AI Research Scientist,9,United Kingdom,Associate,Medium,"Spark, GCP, Docker, TensorFlow",216648
Research Scientist,0,China,PhD,Large,"Python, Computer Vision, GCP",59125
Head of AI,13,United Kingdom,Associate,Medium,"Python, Mathematics, MLOps, Tableau",306526.95
Data Engineer,0,South Korea,Associate,Small,"Tableau, SQL, Linux",50328
